Matricule,competence,niveau
013DATA036,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[4, 4, 4, 3, 3, 4, 3, 3, 4, 4]"
013DATA039,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 5, 3, 3]"
013DATA045,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 3, 3, 5, 3, 4, 3, 4, 3, 3]"
013DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 3, 3, 2, 3, 3, 2]"
013DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
013DATAM01,"['Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Périmètre et Outils', 'Responsabilisation']","[3, 3, 3, 5, 3, 3, 3, 3, 3, 3]"
013DATAS00,"['Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Périmètre et Outils', 'Responsabilisation']","[4, 3, 3, 4, 4, 4, 3, 3, 4, 4]"
014DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 2, 3, 3, 3, 4, 2, 3]"
014DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
014DATA045,"['Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Périmètre et Outils', 'Responsabilisation']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
014DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 2, 2, 2, 2, 5, 3, 3, 2]"
014DATAM01,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 3, 3, 5, 3, 3, 3, 3, 4, 4]"
015DATA034,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Relation Client', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation']","[4, 3, 4, 4, 4, 3, 3, 3, 3, 2, 2, 4, 4, 3, 4, 3, 4, 3, 4, 2]"
015DATA035,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 2, 3, 3, 3, 2, 2]"
015DATA042,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 3, 3, 2, 3, 4, 3]"
015DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 2, 3, 3, 3, 3, 3, 3, 2]"
015DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 3, 4, 3, 4, 4, 4, 4, 4, 4]"
015DATAM01,"['Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Action pédagogique', 'Motivation', 'Mindset', 'Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Périmètre et Outils', 'Responsabilisation', 'Produit', 'Communication', ""Pilotage KPI's"", 'Respect Règles', 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence', 'Produit et Outils', ""KPI's""]","[4, 4, 4, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 3, 3, 3, 3, 3, 5, 4, 4]"
016DATA031,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 4, 4, 3, 3]"
016DATA037,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 5, 3, 3]"
016DATA038,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[3, 3, 2, 5, 3, 3, 3, 3, 3, 3]"
016DATA042,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 3, 3, 2, 3, 3, 3, 3, 2, 2]"
016DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 2, 2, 3, 3, 2, 2, 3, 2]"
016DATA058,"['Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence', 'Produit et Outils', ""KPI's""]","[4, 4, 4, 3, 4, 4, 4, 3, 3, 3]"
016DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 3, 3, 3, 2, 2, 2, 3, 2]"
016DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 2, 3, 2, 3, 3, 3, 3]"
016DATAM01,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 4, 4, 5, 3, 4, 4, 4, 4, 3]"
017DATA001,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
017DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 2, 1, 2, 3, 5, 3, 3]"
017DATA045,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 3, 2, 4, 3, 5, 5, 4, 4]"
017DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 3, 2, 3, 2, 2, 2, 2, 3, 3]"
017DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 4, 4, 4, 4, 4, 4, 3, 4]"
017DATAM01,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Relation Client', ""Pilotage KPI's"", 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 4, 4, 3, 4]"
018DATA033,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 3, 3, 4, 2, 3, 3, 3, 3, 3]"
018DATA034,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[4, 4, 4, 4, 4, 3, 4, 3, 4, 3]"
018DATA040,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 5, 3, 3, 3, 2]"
018DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 2, 2, 2, 2, 5, 5, 3, 5]"
018DATA047,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 2, 2, 2, 2, 5, 5, 2, 2]"
018DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 2, 2, 3, 3, 3, 5, 3, 3]"
018DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 2, 3, 3, 3, 3, 3, 3, 2]"
018DATAE20,"['Périmètre', 'Responsabilisation', 'Communication', 'Outils', 'Process', 'Animation', 'Conception', 'Gestion de groupe', 'Mindset', 'Exemplarité']","[3, 4, 3, 2, 4, 3, 2, 3, 3, 2]"
018DATAE21,"[""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 2]"
018DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
018DATAM01,"['Informatique', 'Responsabilisation', 'Business Model', 'Coaching et Management', ""Pilotage KPI's"", 'Respect Règles', 'Coordination et Relation DO', 'Gestion Motivation', 'Ecoute et Communication', 'Gestion des émotions']","[4, 3, 3, 2, 3, 4, 3, 2, 2, 2]"
018DATAS00,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[3, 3, 3, 5, 5, 4, 3, 3, 3, 2]"
019DATA004,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[3, 3, 3, 5, 2, 3, 3, 3, 3, 3]"
019DATA036,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
019DATA040,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 3, 3, 3, 3, 3, 3]"
019DATA042,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
019DATA047,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 4, 3, 4, 4, 5, 4, 4, 4]"
019DATA058,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 2, 3, 3, 2, 2, 3, 2]"
019DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 4, 4, 3, 4, 3, 3, 4, 3]"
019DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
019DATAM01,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[3, 5, 3, 5, 5, 4, 3, 3, 4, 3]"
019DATAS00,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[3, 3, 3, 3, 3, 4, 4, 4, 4, 3]"
020DATA038,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
020DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 3, 4, 3, 4, 4, 3, 4, 4, 4]"
020DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 3, 3, 3, 2, 3, 3]"
020DATAM01,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 3, 3, 3, 4, 3, 4, 4, 4, 4]"
020DATAS00,"['Périmètre', 'Responsabilisation', 'Communication', 'Outils', 'Process', 'Animation', 'Conception', 'Gestion de groupe', 'Mindset', 'Exemplarité']","[3, 3, 3, 2, 3, 3, 2, 3, 2, 4]"
021DATA042,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
021DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 3, 2, 3, 3, 2, 3, 3, 3, 3]"
021DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 3, 3, 2, 2, 3, 3]"
021DATAE20,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[4, 3, 3, 4, 3, 3, 3, 4, 3, 3]"
021DATAM01,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 3, 3, 5, 5, 3, 4, 3, 4, 4]"
021DATAS00,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 3, 3, 3, 3, 4, 4, 4, 3, 3]"
022DATA040,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 4, 2, 3, 3, 3, 3, 3, 3]"
022DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 3, 3, 5, 3, 3]"
022DATA045,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 2, 3, 3, 3, 3, 5, 5, 4, 3]"
022DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 5, 3, 4, 3, 3, 3, 5, 3, 5]"
022DATA060,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
022DATAM00,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
022DATAM01,"[""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]"
022DATAS00,"['Périmètre', 'Responsabilisation', 'Communication', 'Outils', 'Process', 'Animation', 'Conception', 'Gestion de groupe', 'Mindset', 'Exemplarité']","[3, 4, 3, 3, 3, 5, 3, 5, 3, 4]"
023DATA004,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 4, 3, 5, 4, 3, 3, 3, 4, 3]"
023DATA038,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 1, 3, 3, 3, 3, 2, 5, 2, 3]"
023DATA039,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 2, 3, 3, 3, 2, 5, 3, 2]"
023DATA042,"['Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence', 'Produit et Outils', ""KPI's""]","[3, 3, 5, 5, 3, 3, 3, 3, 3, 2]"
023DATA043,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 4]"
023DATA045,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 3, 2, 2, 3, 3, 2, 3, 3, 2]"
023DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 4, 3, 3, 3, 4, 4, 4]"
023DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 5, 2, 3, 3, 3, 5, 5, 4, 5]"
023DATA060,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
023DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 3, 3, 4, 3, 3, 4, 3, 3]"
023DATAM01,"['Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles']","[4, 4, 4, 3, 4, 4, 4, 5, 3, 4]"
023DATAS00,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[3, 3, 4, 2, 2, 4, 3, 3, 4, 4]"
