id,matricule,Genre,Age,Pays de naissance,Ville de naissance,Etablissement,département,unité organisationnelle,poste,classification,Code-Qualification,expérience en année,Code-Niveau d'expérience,Code-Type de contrat,Type de temps contractuel,Heures de présence / jour,Heures de présence / semaine,Heures de présence / mois,Type travail,Etat de la mobilité,NbAbsencesTotaleParEmployé,taux_absenteisme,Droits Congés Payés,note globale,Rubrique,Montant de l'augmentation,Taux d'augmentation,Motif d'augmentation,Montant du salaire,Situation,salaire_estime,augmentation_estimee_de_salaire
5796,963DATAM00,Masculin,40,Maroc,CASABLANCA,MA-Cns,Production,SFR RED RETENTION,Chargé De Clientèle,Employés,E2,8,J03,DI,temps plein,0.0,39.57,192.0,Sur site,Locale,254,0.1102430555555555,"1,5 jours par mois",86,SBM,222.5,6.544,Non défini,3622.5,Actif,3992.2142490114697,369.71424901146975
5878,982DATA071,Masculin,39,Maroc,MAR,MA-Cns,Production,DARTY BRUN BLANC,Conseilleur Technique,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,24,0.0444444444444444,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,4100.612891422078,255.61289142207806
1984,314DATA067,Féminin,27,Maroc,MAR,MA-Cns,Production,SFR BACK CO MOBILE COURRI,Conseiller Commercial,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,51,0.0629629629629629,"1,5 jours par mois",-99,SBM,81.0,2.054,Campagne Augmentat,4025.0,Actif,4623.310867578002,598.3108675780022
882,148DATA034,Féminin,35,Maroc,CASABLANCA,MA-TAC,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,9,S02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,138,0.0567901234567901,"1,5 jours par mois",110,SBM,256.56,5.004,Campagne Augmentat,5383.39,Actif,4887.170738967308,-496.219261032692
5020,844DATA063,Masculin,32,Maroc,MAR,MA-Cns,Production,DARTY COM,Chargé De Clientèle,Employés,E2,4,J01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,75,0.0694444444444444,"1,5 jours par mois",-99,SBM,93.26,2.583,Mutation,3703.26,Actif,4338.527409696673,635.267409696673
2892,480DATA069,Masculin,27,Maroc,MAR,MA-Cns,Production,SFR CSF RET TECH  EL JAD,Chargé De Clientèle,Employés,E2,3,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,29,0.0358024691358024,"1,5 jours par mois",-99,SBM,202.5,5.59,Non défini,3825.0,Actif,3742.970932750294,-82.0290672497058
4225,722DATA046,Masculin,38,Sénégal,SEN,MA-Cns,Production,DARTY BRUN BLANC,Conseilleur Technique,Employés,E2,6,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,90,0.0555555555555555,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4195.496978478779,170.49697847877906
5668,944DATA076,Masculin,22,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,32,0.1185185185185185,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
5011,842DATAM00,Masculin,35,Maroc,CASABLANCA,MA-Cns,Production,SFR RED RETENTION,Responsable D'Équipe,Cadres Assimilés,A2,8,C01,DI,temps plein,0.0,39.57,192.0,Sur site,Locale,169,0.0733506944444444,"1,5 jours par mois",89,SBM,810.0,12.0,Campagne Augmentat,7560.0,Actif,6223.782381482553,-1336.2176185174467
4876,820DATAM00,Féminin,37,Maroc,CASABLANCA,MA-Cns,Production,SFR RED TLV AS MEKNES,Chargé De Clientèle,Employés,E2,8,C01,DI,temps plein,0.0,39.57,192.0,Sur site,Locale,821,0.3563368055555556,"1,5 jours par mois",-99,SBM,202.5,5.59,Campagne Augmentat,3825.0,Actif,3874.0501329030685,49.050132903068516
1097,178DATA070,Masculin,33,Maroc,MAR,MA-Cns,Hors production,DEP EXPLOITATION,Client Service Mgr,Cadre,C2,2,C01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,53,0.0849358974358974,2 jours par mois,-99,SBM,1460.74,4.0,Campagne Augmentat,37979.31,Actif,30927.398445915038,-7051.91155408496
2713,447DATA059,Féminin,34,Maroc,MAR,MA-MKS,Production,SFR RET A CHAUD MKN,Chargé De Clientèle,Employés,E2,5,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,177,0.1311111111111111,"1,5 jours par mois",0,SBM,93.32,2.576,Mutation,3715.82,Actif,3901.3544746911293,185.53447469112916
4095,703DATA072,Féminin,23,Maroc,MAR,MA-Cns,Production,SFR DIGITAL TECH MEKN,Conseiller Digital,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,15,0.0277777777777777,"1,5 jours par mois",-99,SBM,211.5,6.51,Non défini,3460.5,Actif,3460.4999999999986,-1.3642420526593924e-12
2502,411DATA070,Féminin,30,Maroc,MAR,MA-Cns,Hors production,DEP PRESTATIONS ET PJETS,Acheteur,Cadres Assimilés,A3,2,J01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,29,0.0464743589743589,"1,5 jours par mois",-99,SBM,343.7,3.0,Campagne Augmentat,11800.47,Actif,7396.353344574542,-4404.116655425458
5452,907DATA062,Masculin,53,Maroc,MAR,MA-Cns,Production,SANTIANE AS,Chargé De Clientèle,Employés,E2,4,C02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,62,0.0574074074074074,"1,5 jours par mois",-99,SBM,250.0,5.882,Non défini,4500.0,Actif,3926.4736536407736,-573.5263463592264
5716,952DATA030,Masculin,37,Maroc,MAR,MA-Cns,Production,SANTIANE AE,Conseilleur Technique,Employés,E2,7,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,135,0.0714285714285714,"1,5 jours par mois",106,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4811.303245676135,61.30324567613479
1846,291DATA061,Féminin,35,Maroc,MAR,MA-TAC,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,5,C03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,62,0.0459259259259259,"1,5 jours par mois",-99,SBM,131.1,2.838,Campagne Augmentat,4750.0,Actif,4524.762605645299,-225.23739435470088
5542,922DATA069,Féminin,27,Sénégal,SEN,MA-HASSANE2,Production,SFR PS BOUTIQUE,Conseiller Commercial,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,139,0.1716049382716049,"1,5 jours par mois",-99,SBM,81.0,2.054,Campagne Augmentat,4025.0,Actif,4082.6952244114414,57.69522441144136
4274,730DATA041,Féminin,29,Maroc,MAR,MA-Cns,Production,SFR BO RESILIATION,Responsable D'Équipe,Cadres Assimilés,A2,7,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,92,0.0486772486772486,"1,5 jours par mois",99,SBM,500.0,7.143,Campagne Augmentat,7500.0,Actif,6891.336900816755,-608.6630991832453
1918,303DATA043,Féminin,33,Maroc,MAR,MA-Cns,Production,SFR SST ADSL RABAT 1,Conseilleur Technique,Employés,E2,6,S01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,144,0.0888888888888888,"1,5 jours par mois",102,SBM,250.0,5.263,Campagne Augmentat,5000.0,Actif,4933.2055042366055,-66.79449576339448
204,034DATA064,Masculin,34,Maroc,MAR,MA-Cns,Hors production,BU MEKNES 2,Bu Manager,Cadre,C2,4,C01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,56,0.0448717948717948,2 jours par mois,5,SBM,1282.09,5.0,Campagne Augmentat,26923.9,Actif,28240.916182600587,1317.016182600586
5230,875DATA043,Masculin,37,Maroc,CASABLANCA,MA-Cns,Hors production,DEP PILOTAGE INTOWN,Analyste Idp,Employés,E3,6,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,196,0.1209876543209876,"1,5 jours par mois",3,SBM,243.34,5.0,Campagne Augmentat,5110.09,Actif,5061.748817663982,-48.34118233601839
1127,182DATA043,Féminin,53,Cameroun,CMR,MA-Cns,Production,SFR FTT ADSL HASSANE,Conseilleur Technique,Employés,E2,6,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,150,0.0925925925925925,"1,5 jours par mois",100,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4873.397501230284,123.39750123028443
3761,642DATA043,Féminin,40,Maroc,RABAT,MA-HASSANE2,Production,SFR RET AF OFFSHORE,Conseiller Commercial,Employés,E2,6,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,763,0.4709876543209876,"1,5 jours par mois",-99,SBM,262.3,6.785,Campagne Augmentat,4128.41,Actif,3725.648091784355,-402.7619082156448
4386,748DATA037,Masculin,32,Maroc,MAR,MA-Cns,Production,SFR SST MOBILE PM,Conseilleur Technique,Employés,E2,8,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,325,0.1504629629629629,"1,5 jours par mois",99,SBM,225.0,5.556,Campagne Augmentat,4275.0,Actif,4101.610987589826,-173.38901241017356
4256,728DATA040,Masculin,32,Maroc,MEKNES,MA-MKS,Production,SFR RED TLV AS MEKNES,Responsable D'Équipe,Cadres Assimilés,A2,7,J01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,109,0.0576719576719576,"1,5 jours par mois",94,SBM,1440.0,32.0,Titularisation,5940.0,Actif,6208.004831725119,268.0048317251194
5721,952DATAM00,Féminin,35,Maroc,CASABLANCA,MA-Cns,Support production,GP MEKNES 5,Intégration & Operations Manager,Cadre,C1,8,J01,DI,temps plein,0.0,39.57,192.0,Sur site,Locale,127,0.0551215277777777,2 jours par mois,99,SBM,4117.0,60.993,Titularisation,10867.0,Actif,13471.643087127823,2604.6430871278226
3244,549DATA071,Masculin,32,Maroc,MAR,MA-Cns,Production,ENGIE MON PILOTAGE ELEC,Chargé De Clientèle,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,25,0.0462962962962962,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4025.0000000000027,2.7284841053187847e-12
3066,514DATA032,Masculin,35,Maroc,MAR,MA-Cns,Production,DARTY BRUN BLANC,Conseilleur Technique,Employés,E2,10,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,282,0.1044444444444444,"1,5 jours par mois",86,SBM,250.0,6.25,Campagne Augmentat,4250.0,Actif,4746.7077982784685,496.70779827846854
2116,335DATAE21,Féminin,43,Maroc,MAR,MA-Cns,Production,SFR RCT B2B FIXE N+ InT,Conseilleur Technique,Employés,E2,17,S03,DI,temps plein,0.0,42.0,180.0,Sur site,Locale,230,0.0501089324618736,"1,5 jours par mois",-99,SBM,206.93,3.528,Non défini,6072.73,Actif,5723.500008326538,-349.2299916734619
3522,597DATA036,Masculin,49,Congo,COG,MA-Cns,Production,SFR N1 ANC FTTX,Conseiller Commercial,Employés,E2,8,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,187,0.086574074074074,"1,5 jours par mois",-99,SBM,200.0,5.263,Non défini,4000.0,Actif,4135.970630787709,135.97063078770861
1998,316DATA077,Masculin,38,Côte d'Ivoire,CIV,MA-Cns,Production,HAPP-E BY ENGIE,Chargé De Clientèle,Employés,E2,1,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,18,0.0666666666666666,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,3889.231110010561,-135.76888998943878
5326,890DATA031,Masculin,39,Maroc,MAR,MA-Cns,Hors production,DEP PLANIFICATION 1,Planificateur,Cadres Assimilés,A2,10,J01,DI,temps plein,4.610516765285995,39.6441459566075,182.884352399737,Sur site,Locale,240,0.0874869817458642,2 jours par mois,103,SBM,429.0,5.0,Campagne Augmentat,9009.0,Actif,7197.018842539855,-1811.9811574601454
3862,659DATA060,Féminin,27,Maroc,MAR,MA-Cns,Production,SFR RET A CHAUD MKN,Chargé De Clientèle,Employés,E2,5,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,210,0.1555555555555555,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3715.999998547178,93.49999854717817
3646,621DATA037,Féminin,37,Maroc,CASABLANCA,MA-Cns,Production,SFR N1 ANC FTTX,Conseiller Commercial,Employés,E2,8,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,153,0.0708333333333333,"1,5 jours par mois",98,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4619.740178223247,119.74017822324731
1415,222DATA072,Féminin,25,Maroc,MAR,MA-Cns,Production,RED TLV AS OUJDA,Chargé De Clientèle,Employés,E2,2,J01,DI,temps plein,7.91,39.57,180.0,Travail à distance,Locale,37,0.0685185185185185,"1,5 jours par mois",-99,SBM,133.2,4.759,Augmentation SMIG,2932.2,Actif,2941.7210422562125,9.521042256212695
4725,801DATA062,Masculin,35,Sénégal,SEN,MA-Cns,Production,SFR N1 ANC FTTX,Conseiller Commercial,Employés,E2,4,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,120,0.1111111111111111,"1,5 jours par mois",-99,SBM,225.0,5.59,Non défini,4250.0,Actif,4050.607153061358,-199.39284693864192
801,136DATA000,Féminin,59,Maroc,CASABLANCA,MA-Cns,Production,MEDIAMETRIE,Responsable D'Équipe,Cadres Assimilés,A2,16,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,759,0.1756944444444444,"1,5 jours par mois",108,SBM,750.0,10.714,Campagne Augmentat,7750.0,Actif,9514.515824180417,1764.5158241804165
4765,806DATA071,Féminin,25,Maroc,MAR,MA-Cns,Production,SFR RED TLV AS MEKNES,Chargé De Clientèle,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,63,0.1166666666666666,"1,5 jours par mois",-99,SBM,211.5,6.51,Campagne Augmentat,3460.5,Actif,3391.656035246897,-68.84396475310314
2022,320DATA069,Masculin,28,Maroc,MAR,MA-Cns,Production,INWI SC MEKNES,Conseiller Commercial,Employés,E1,3,S01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,71,0.0876543209876543,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3249.0,Actif,3869.257793067267,620.2577930672669
707,117DATA063,Féminin,30,Sénégal,SEN,MA-Cns,Production,SFR ATIF PRODUCTION,Conseiller Commercial,Employés,E2,4,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,103,0.0953703703703703,"1,5 jours par mois",-99,SBM,225.0,5.59,Campagne Augmentat,4250.0,Actif,4118.52695639227,-131.47304360772978
2015,319DATA077,Féminin,28,Congo,COG,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,49,0.1814814814814815,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3845.000000000001,9.094947017729282e-13
3745,638DATA072,Féminin,26,Maroc,MAR,MA-Cns,Production,ALMA,Chargé De Clientèle,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,15,0.0277777777777777,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,4025.0000000000027,2.7284841053187847e-12
1040,169DATA070,Masculin,31,Maroc,RABAT,MA-Cns,Hors production,DEP PLANIFICATION 1,Planificateur,Cadres Assimilés,A2,2,C01,DI,temps plein,7.91,39.75,208.0,Sur site,Locale,21,0.0336538461538461,"1,5 jours par mois",-99,SBM,2046.96,22.611,Historique,11100.0,Actif,8892.522801415029,-2207.477198584971
3647,621DATA040,Féminin,45,Maroc,RABAT,MA-HASSANE2,Production,SFR PS BOUTIQUE,Conseiller Commercial,Employés,E2,7,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,151,0.0798941798941798,"1,5 jours par mois",120,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4616.162625105571,116.16262510557135
3386,570DATAI01,Masculin,31,Maroc,MAR,MA-Cns,Production,ENGIE MON PILOTAGE ELEC,Chargé De Clientèle,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,13,0.024074074074074,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3944.0,Actif,4025.0000000000027,81.00000000000273
4763,806DATA067,Masculin,33,Maroc,MAR,MA-Cns,Production,SFR CSF RET TECH  EL JAD,Conseilleur Technique,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,55,0.0679012345679012,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3672.2240699195827,49.72406991958269
252,040DATA033,Féminin,30,Maroc,MAR,MA-Cns,Support production,COMPLIANCE & RISQ 3,Contrôleur De Fraude,Employés,E3,10,C01,DI,temps plein,4.610516765285995,39.6441459566075,182.884352399737,Sur site,Locale,270,0.0984228544640973,"1,5 jours par mois",44,SBM,250.0,4.348,Campagne Augmentat,6000.0,Actif,6333.190940745369,333.1909407453686
1546,241DATA035,Féminin,31,Maroc,TIFELT,MA-Cns,Production,SFR CSF RETENTION BO TECH,Conseilleur Technique,Employés,E2,9,C01,DI,temps plein,4.610516765285995,39.6441459566075,182.884352399737,Sur site,Locale,204,0.082626593871094,"1,5 jours par mois",79,SBM,225.0,5.882,Campagne Augmentat,4050.0,Actif,3983.2887657235815,-66.71123427641851
5112,857DATA044,Masculin,36,Sénégal,SEN,MA-Cns,Production,SFR FCC SOLUTION ANC FTTH,Conseiller Commercial,Employés,E2,6,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,137,0.0845679012345679,"1,5 jours par mois",90,SBM,225.0,5.59,Campagne Augmentat,4250.0,Actif,4623.310867578002,373.3108675780022
2652,435DATA047,Masculin,35,Maroc,MAR,MA-Cns,Production,SFR DIGITAL CONV MKN,Conseiller Digital,Employés,E2,6,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,72,0.0444444444444444,"1,5 jours par mois",80,SBM,161.5,4.666,Campagne Augmentat,3622.5,Actif,3932.8531921040826,310.3531921040826
906,152DATA033,Masculin,37,Maroc,MAR,MA-Cns,Production,DSO,Conseilleur Technique,Employés,E2,10,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,341,0.1262962962962963,"1,5 jours par mois",87,SBM,0.0,0.0,Non défini,4250.0,Actif,4720.936879594618,470.9368795946184
1898,300DATAI01,Masculin,41,Maroc,MAR,MA-TAC,Production,SFR CSF RETENTION TACHFIN,Chargé De Clientèle,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,19,0.0351851851851851,"1,5 jours par mois",-99,SBM,81.0,2.054,Campagne Augmentat,4025.0,Actif,4144.728982550421,119.72898255042128
3704,630DATA072,Féminin,35,Maroc,MAR,MA-Cns,Production,GLOVO MEKNES,Conseiller Commercial,Employés,E1,2,S01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,13,0.024074074074074,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3249.0,Actif,3280.323055373892,31.323055373892203
545,084DATAE23,Féminin,35,Maroc,CASABLANCA,MA-Cns,Hors production,DEP PROJETS INVEST ET MG,Acheteur,Cadres Assimilés,A3,12,S01,DI,temps plein,0.0,42.0,180.0,Sur site,Locale,192,0.0592592592592592,"1,5 jours par mois",4,SBM,1318.4,14.897,Campagne Augmentat,10168.8,Actif,9146.097390560411,-1022.7026094395878
1914,302DATA077,Féminin,35,Côte d'Ivoire,CIV,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,9,0.0333333333333333,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
507,079DATAM01,Masculin,49,Maroc,CASABLANCA,MA-Cns,Support production,DEP REPORTING 2,Rsp Rprt Pil Gd Cpte,Cadre,C1,8,C01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,135,0.0540865384615384,2 jours par mois,3,SBM,1315.4,10.0,Campagne Augmentat,14469.4,Actif,14863.924101669032,394.52410166903246
5797,964DATA059,Féminin,46,Sénégal,SEN,MA-Cns,Production,SFR CHAT TECH FTTH,Conseilleur Technique,Employés,E2,5,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,31,0.0229629629629629,"1,5 jours par mois",86,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4686.227424807014,-63.77257519298564
3882,662DATA072,Féminin,29,Sénégal,SEN,MA-Cns,Production,DARTY COM,Conseiller Commercial,Employés,E2,2,J01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,38,0.0703703703703703,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3610.0,Actif,3833.541522575838,223.54152257583792
5224,874DATA060,Masculin,31,Sénégal,SEN,MA-Cns,Production,SFR BACK EXCLU MULTI DOSS,Conseilleur Technique,Employés,E2,5,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,97,0.0718518518518518,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4135.970630787709,110.97063078770861
1908,302DATA037,Féminin,28,Maroc,MAR,MA-Cns,Production,SFR BACK ANC FIXE CLNS,Conseiller Commercial,Employés,E2,8,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,346,0.1601851851851851,"1,5 jours par mois",106,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4379.634362232063,-370.3656377679372
4288,731DATA069,Féminin,26,Maroc,MAR,MA-Cns,Production,SFR N1 Tech FTTH AE OUJDA,Conseilleur Technique,Employés,E2,3,J02,DI,temps plein,7.91,39.57,180.0,Travail à distance,Locale,22,0.0271604938271604,"1,5 jours par mois",-99,SBM,39.3,1.358,Augmentation SMIG,2932.2,Actif,2932.200000000001,1.3642420526593924e-12
1653,257DATA067,Féminin,31,Maroc,MAR,MA-Cns,Production,RED TECH EXPERTISE FTTH M,Conseiller Digital,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,119,0.1469135802469136,"1,5 jours par mois",-99,SBM,162.0,4.681,Non défini,3622.5,Actif,3622.500000000002,1.8189894035458565e-12
2106,334DATA061,Féminin,29,Maroc,MAR,MA-Cns,Production,SFR DIGITAL,Conseiller Digital,Employés,E2,4,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,153,0.1416666666666666,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3507.422382485309,-115.07761751469116
4802,810DATA062,Masculin,25,Maroc,MAR,MA-Cns,Production,SFR DIGITAL TECH MEKN,Conseiller Digital,Employés,E2,4,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,118,0.1092592592592592,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3500.308018474533,-122.19198152546687
673,110DATA041,Masculin,33,Sénégal,SEN,MA-Cns,Production,HAPP-E BY ENGIE,Conseiller Commercial,Employés,E2,7,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,359,0.1899470899470899,"1,5 jours par mois",-99,SBM,108.69,2.557,Mutation,4358.69,Actif,4400.610242039094,41.920242039094774
3038,508DATA072,Féminin,33,Maroc,MAR,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,24,0.0888888888888888,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
1683,262DATA042,Féminin,30,Maroc,EL JADIDA,MA-Cns,Production,SC ZARA France,Conseiller Commercial,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,64,0.1185185185185185,"1,5 jours par mois",-99,SBM,235.0,6.51,Non défini,3845.0,Actif,3788.1258186009536,-56.87418139904639
1861,293DATA065,Masculin,26,Maroc,MAR,MA-Cns,Production,SFR N1 Tech FTTH AE OUJDA,Conseilleur Technique,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Travail à distance,Locale,67,0.082716049382716,"1,5 jours par mois",-99,SBM,312.33,11.5,Campagne Augmentat,3028.33,Actif,2955.94266520492,-72.38733479507982
2702,445DATA066,Féminin,32,Maroc,MAR,MA-Cns,Production,MEILLEURTAUX ADE,Responsable D'Équipe,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,61,0.0753086419753086,"1,5 jours par mois",-99,SBM,2575.0,63.975,Titularisation,6600.0,Actif,3445.5538992065653,-3154.4461007934347
2705,445DATAE21,Masculin,44,Maroc,MAR,MA-Cns,Production,DEP COACHING TECH C1,Coach,Employés,E4,16,C03,DI,temps plein,0.0,42.0,180.0,Sur site,Locale,213,0.0493055555555555,"1,5 jours par mois",-99,SBM,500.0,7.692,Campagne Augmentat,7000.0,Actif,7237.769602647788,237.7696026477879
868,146DATA045,Masculin,54,Maroc,MAR,MA-Cns,Production,DARTY GENERALISTE,Conseilleur Technique,Employés,E2,6,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,96,0.0592592592592592,"1,5 jours par mois",105,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4429.295410127481,-70.70458987251914
349,054DATA046,Masculin,42,Maroc,MAR,MA-Cns,Production,SFR DIGITAL,Conseiller Digital,Employés,E2,6,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,107,0.0660493827160493,"1,5 jours par mois",98,SBM,202.5,5.59,Campagne Augmentat,3825.0,Actif,3724.947747132953,-100.05225286704717
